,Brewery Name,Beer Name,Beer Type,ABV %,Num of Ratings,Avg Rating
10605,Equilibrium Brewery,Cosmic Congruency,Stout - American Imperial,11.0,6,4.4
10606,Equilibrium Brewery,Cotton Candy Skies,IPA - New England,7.0,2,4.07
10607,Equilibrium Brewery,Counterpoise,IPA - New England,8.0,6,4.22
10608,Equilibrium Brewery,Data Points,IPA - Imperial,8.5,21,4.16
10609,Equilibrium Brewery,dC/dt,IPA - Imperial,8.1,8,4.19
10610,Equilibrium Brewery,Deep Space Brain Freeze,Stout - American Imperial,11.0,1,4.29
10611,Equilibrium Brewery,Deviation,IPA - Imperial,10.5,21,4.29
10612,Equilibrium Brewery,dHop 28,IPA - New England,8.5,10,4.14
10613,Equilibrium Brewery,dHop0,IPA - Imperial,8.1,3,4.21
10614,Equilibrium Brewery,dHop1,IPA - Imperial,8.5,41,4.25
10615,Equilibrium Brewery,dHop10,IPA - Imperial,8.5,20,4.26
10616,Equilibrium Brewery,dHop11,IPA - Imperial,8.5,11,4.26
10617,Equilibrium Brewery,dHop12,IPA - Imperial,8.2,20,4.2
10618,Equilibrium Brewery,dHop13,IPA - Imperial,8.0,7,3.94
10619,Equilibrium Brewery,dHop14,IPA - Imperial,8.5,2,3.88
10620,Equilibrium Brewery,dHop15,IPA - Imperial,8.2,24,4.15
10621,Equilibrium Brewery,dHop16,IPA - Imperial,8.2,13,4.26
10622,Equilibrium Brewery,dHop17,IPA - Imperial,8.5,8,4.32
10623,Equilibrium Brewery,dHop18,IPA - New England,8.5,4,4.17
10624,Equilibrium Brewery,dHop2,IPA - Imperial,8.5,81,4.41
10625,Equilibrium Brewery,dHop21,IPA - Imperial,8.5,3,4.18
10626,Equilibrium Brewery,dHop22,IPA - New England,8.5,7,4.26
10627,Equilibrium Brewery,dHop24,IPA - Imperial,8.0,14,4.38
10628,Equilibrium Brewery,Dhop25,IPA - Imperial,8.5,9,4.19
10629,Equilibrium Brewery,dHop26,IPA - Imperial,8.5,14,4.12
10630,Equilibrium Brewery,dHop27,IPA - Imperial,8.5,5,4.42
10631,Equilibrium Brewery,dHop29,IPA - Imperial,8.5,9,4.1
10632,Equilibrium Brewery,dHop3,IPA - Imperial,8.5,10,4.36
10633,Equilibrium Brewery,dHop30,IPA - Imperial,8.5,6,3.59
10634,Equilibrium Brewery,dHop31,IPA - Imperial,8.5,7,4.3
10635,Equilibrium Brewery,dHop5,IPA - Imperial,8.5,51,4.4
10636,Equilibrium Brewery,dHop6,IPA - Imperial,8.5,27,4.43
10637,Equilibrium Brewery,dHop7,IPA - Imperial,8.0,17,4.37
10638,Equilibrium Brewery,dHop8,IPA - Imperial,8.5,15,3.99
10639,Equilibrium Brewery,Dream Wave Fluctuation,IPA - Imperial,8.1,33,4.53
10640,Equilibrium Brewery,Dream Wave Inception,IPA - Imperial,8.0,10,4.31
10641,Equilibrium Brewery,dS/dt,IPA - New England,8.0,12,4.2
10642,Equilibrium Brewery,Dual Singularity Nitro,Stout - American Imperial,12.0,1,4.59
10643,Equilibrium Brewery,Eastern States Ale,Pale Ale - American,4.5,3,4.08
10644,Equilibrium Brewery,Einstein's Favorite,IPA - Imperial,10.5,13,4.49
10645,Equilibrium Brewery,Einstein's Little Delight,Pale Ale - American,4.8,6,4.15
10646,Equilibrium Brewery,Einstein's Little Favorite,Pale Ale - American,4.8,8,4.28
10647,Equilibrium Brewery,Einstein’s Delight,IPA - Imperial,10.5,3,4.41
10648,Equilibrium Brewery,Electromagnetic Waves,IPA - Imperial,10.0,5,4.31
10649,Equilibrium Brewery,Elemental Gorilla - Vanuatu Vanilla,Stout - American Imperial,15.0,3,4.55
10650,Equilibrium Brewery,Energy Equals,IPA - New England,8.0,143,4.22
10651,Equilibrium Brewery,Energy Evolution,IPA - Imperial,10.5,2,4.2
10652,Equilibrium Brewery,Energy Evolved,IPA - New England,8.5,11,4.26
10653,Equilibrium Brewery,Energy Level,IPA - Imperial,8.6,6,4.25
10654,Equilibrium Brewery,Energy Wave,IPA - Imperial,8.0,34,4.17
10655,Equilibrium Brewery,Enigmatic,IPA - Imperial,10.0,9,3.65
10656,Equilibrium Brewery,Enso,IPA - Imperial,8.2,64,4.1
10657,Equilibrium Brewery,Entente,IPA - Imperial,8.0,8,4.3
10658,Equilibrium Brewery,EQM,IPA - Imperial,8.0,11,3.62
10659,Equilibrium Brewery,Escape Velocity,Pale Ale - American,5.5,5,4.2
10660,Equilibrium Brewery,Even Less Balanced,IPA - Imperial,10.0,3,4.19
10661,Equilibrium Brewery,Experimentum,IPA - Imperial,8.0,10,4.25
10662,Equilibrium Brewery,Fluctuation,IPA - New England,8.1,272,4.39
10663,Equilibrium Brewery,Fluctuation Wave,IPA - Imperial,8.1,30,4.32
10664,Equilibrium Brewery,Fluffuation,IPA - Imperial,8.1,9,4.15
10665,Equilibrium Brewery,Flux,IPA - American,7.0,13,4.05
10666,Equilibrium Brewery,Flux Fluid,IPA - Imperial,10.0,5,4.18
10667,Equilibrium Brewery,Fractal (Sabro/Mosaic),IPA - New England,6.8,2,4.12
10668,Equilibrium Brewery,Fractal 4337,IPA - American,6.8,1,3.68
10669,Equilibrium Brewery,Fractal Bru-1,IPA - American,6.8,4,4.12
10670,Equilibrium Brewery,Fractal Cashmere/Citra,IPA - New England,6.8,5,4.06
10671,Equilibrium Brewery,Fractal Citra,IPA - American,6.8,29,4.21
10672,Equilibrium Brewery,Fractal Citra/Galaxy,IPA - New England,6.8,24,4.39
10673,Equilibrium Brewery,Fractal Citra/Idaho 7,IPA - New England,6.8,5,4.03
10674,Equilibrium Brewery,Fractal Citra/Mosaic,IPA - American,6.8,48,4.26
10675,Equilibrium Brewery,Fractal Citra/Simcoe,IPA - American,6.8,13,4.18
10676,Equilibrium Brewery,Fractal El Dorado/Citra,IPA - American,6.8,8,4.32
10677,Equilibrium Brewery,Fractal Enigma,IPA - American,6.8,9,4.15
10678,Equilibrium Brewery,Fractal Galaxy,IPA - American,6.8,25,4.17
10679,Equilibrium Brewery,Fractal Lab - Citra/HopX,IPA - New England,6.8,2,3.74
10680,Equilibrium Brewery,Fractal Lab - Galaxy/Simcoe,IPA - American,6.4,1,4.24
10681,Equilibrium Brewery,Fractal Lab - Mosaic,IPA - New England,6.8,2,4.19
10682,Equilibrium Brewery,Fractal Lab Nelson/Citra,IPA - New England,6.8,11,4.2
10683,Equilibrium Brewery,Fractal Mosaic,IPA - New England,6.8,45,4.29
10684,Equilibrium Brewery,Fractal Mosaic/Amarillo,IPA - American,6.8,8,4.29
10685,Equilibrium Brewery,Fractal Mosaic/Galaxy,IPA - Imperial,6.8,30,4.29
10686,Equilibrium Brewery,Fractal Motueka/Citra,IPA - Imperial,6.8,4,4.46
10687,Equilibrium Brewery,Fractal Motueka/Galaxy,IPA - New England,6.8,8,3.96
10688,Equilibrium Brewery,Fractal Moutere/Citra,IPA - New England,6.8,1,3.56
10689,Equilibrium Brewery,Fractal Nelson/Galaxy,IPA - American,6.8,4,4.16
10690,Equilibrium Brewery,Fractal Rakau/Galaxy,IPA - New England,6.8,1,4.33
10691,Equilibrium Brewery,Fractal Riwaka/Citra,IPA - American,6.8,3,4.52
10692,Equilibrium Brewery,Fractal Simcoe,IPA - American,6.8,56,4.24
10693,Equilibrium Brewery,Fractal Strata,IPA - New England,6.8,20,4.18
10694,Equilibrium Brewery,Fractal Strata/Galaxy,IPA - American,6.8,9,4.16
10695,Equilibrium Brewery,Fractal Sultana/Sabro,IPA - American,6.8,8,3.97
10696,Equilibrium Brewery,Fractal Vic Secret,IPA - American,6.8,29,4.07
10697,Equilibrium Brewery,Fractal Vic Secret/Galaxy,IPA - New England,6.8,9,4.26
10698,Equilibrium Brewery,Fractal Zappa/Citra,IPA - American,6.8,11,4.03
10699,Equilibrium Brewery,Fulcrum,IPA - New England,8.5,17,4.23
10700,Equilibrium Brewery,Full Full,IPA - New England,10.0,5,4.38
10701,Equilibrium Brewery,Galactic Pretzel Knots,Stout - American Imperial,11.0,3,4.28
10702,Equilibrium Brewery,Galactic Time Wave,IPA - Imperial,8.0,12,4.1
10703,Equilibrium Brewery,Galaxy Flare,IPA - Imperial,8.5,9,4.25
10704,Equilibrium Brewery,General Relativity,Stout - Russian Imperial,9.8,7,4.05
10705,Equilibrium Brewery,Governing Forces,IPA - Imperial,8.0,21,4.07
10706,Equilibrium Brewery,Graceland,Stout - American Imperial,12.0,2,4.74
10707,Equilibrium Brewery,Harmonic Wavelengths,IPA - Imperial,8.5,10,4.33
10708,Equilibrium Brewery,Harvested All The Simcoe,IPA - New England,10.0,7,4.24
10709,Equilibrium Brewery,Harvester of Science,IPA - Imperial,8.5,20,4.38
10710,Equilibrium Brewery,Harvester Of Simcoe,IPA - New England,8.8,88,4.32
10711,Equilibrium Brewery,Harvester Of Waves,IPA - Imperial,8.5,14,4.13
10712,Equilibrium Brewery,Henry St. Pils,Pilsner - German,4.5,3,3.37
10713,Equilibrium Brewery,Here and Now (Blackberry/Raspberry/Boysenberry),Wild Ale,0.0,4,4.39
10714,Equilibrium Brewery,Hop Wave 15,IPA - Imperial,8.5,8,4.4
10715,Equilibrium Brewery,Hop Wave 2,IPA - Imperial,8.5,19,4.3
10716,Equilibrium Brewery,Hop Wave 5,IPA - Imperial,8.0,23,4.37
10717,Equilibrium Brewery,Hoptimization,IPA - Imperial,8.5,15,4.32
10718,Equilibrium Brewery,Hoptimization 2,IPA - Imperial,8.5,23,4.53
10719,Equilibrium Brewery,Hoptimization 3,IPA - Imperial,8.5,13,4.48
10720,Equilibrium Brewery,Hubble Palate,IPA - Imperial,8.0,2,4.08
10721,Equilibrium Brewery,Hydrophilic,IPA - Imperial,8.5,1,4.29
10722,Equilibrium Brewery,I Voted Today,Pale Ale - American,5.0,7,3.98
10723,Equilibrium Brewery,In The Reeds,Farmhouse Ale - Saison,6.0,1,4.04
10724,Equilibrium Brewery,Infinite Fractal,IPA - Imperial,8.0,12,3.95
10725,Equilibrium Brewery,Infinite Skills Create Miracles,IPA - Imperial,10.0,10,4.08
10726,Equilibrium Brewery,Integration,IPA - Imperial,8.5,7,4.24
10727,Equilibrium Brewery,Joule,IPA - Imperial,10.0,9,4.16
10728,Equilibrium Brewery,Juice²,IPA - Imperial,10.0,9,3.95
10729,Equilibrium Brewery,Keeping Memories,Farmhouse Ale - Saison,6.0,2,4.07
10730,Equilibrium Brewery,Killer Aussie Pinecones,IPA - Imperial,10.0,11,4.31
10731,Equilibrium Brewery,Kinetics,IPA - Imperial,8.5,2,4.22
10732,Equilibrium Brewery,King’s Midnight PB&J,Stout - American Imperial,12.0,1,4.0
10733,Equilibrium Brewery,Koru,IPA - Imperial,10.0,4,4.27
10734,Equilibrium Brewery,Laboratory Waves,IPA - Imperial,10.2,10,4.7
10735,Equilibrium Brewery,Life After Death Star,Stout - American Imperial,11.0,13,4.61
10736,Equilibrium Brewery,Life Before Death Star,Stout - American Imperial,11.0,5,3.95
10737,Equilibrium Brewery,Lifestyle Sponsorship,Pale Ale - American,4.8,4,4.14
10738,Equilibrium Brewery,Linear Phase,IPA - Imperial,8.5,7,3.99
10739,Equilibrium Brewery,Little Adjunct Integration,Pale Ale - American,5.5,2,3.7
10740,Equilibrium Brewery,Lupo Lab,IPA - Imperial,8.0,12,4.32
10741,Equilibrium Brewery,Lupo Lab - Mosaic,IPA - Imperial,8.0,7,4.27
10742,Equilibrium Brewery,Lupus Salictarius,IPA - New England,10.5,8,4.53
10743,Equilibrium Brewery,Mass Fluxes,IPA - Imperial,8.1,24,4.23
10744,Equilibrium Brewery,Mass x Acceleration,IPA - Imperial,8.0,19,4.26
10745,Equilibrium Brewery,Master of Pellets,IPA - Imperial,8.0,15,4.2
10746,Equilibrium Brewery,mc²,IPA - New England,8.0,439,4.36
10747,Equilibrium Brewery,Mesocyclone,IPA - Imperial,10.0,8,4.25
10748,Equilibrium Brewery,Metamorfose,IPA - Imperial,8.0,2,4.18
10749,Equilibrium Brewery,Middletown Murk,IPA - Imperial,8.2,5,4.22
10750,Equilibrium Brewery,Middletown Waves,IPA - New England,10.0,20,4.32
10751,Equilibrium Brewery,Mmm...Osa,Pale Ale - American,4.8,82,4.16
10752,Equilibrium Brewery,Möbius,Porter - American,7.0,38,4.07
10753,Equilibrium Brewery,MoksaMarga,IPA - Imperial,8.0,12,4.26
10754,Equilibrium Brewery,Morning Haze,IPA - Imperial,8.0,19,4.11
10755,Equilibrium Brewery,Nemesis,IPA - Imperial,10.0,5,4.52
10756,Equilibrium Brewery,Neoblast,IPA - Imperial,8.5,11,4.18
10757,Equilibrium Brewery,OG's Axe,IPA - New England,8.0,19,4.29
10758,Equilibrium Brewery,OG’s Vengeance,IPA - New England,10.5,7,4.33
10759,Equilibrium Brewery,Ohm,IPA - New England,10.0,6,4.45
10760,Equilibrium Brewery,Old Denali Bastard,IPA - Imperial,8.0,7,3.95
10761,Equilibrium Brewery,Paradise City - Dragon Fruit/Guava/Mango,Sour - Fruited Kettle Sour,5.5,7,4.0
10762,Equilibrium Brewery,Particle Physics,Pale Ale - American,5.5,26,4.03
10763,Equilibrium Brewery,Peanut Butter S'mores Blueprint,Stout - American Imperial,11.0,1,4.5
10764,Equilibrium Brewery,Peanut Butter Swirl Bar (10/2020),Stout - American Imperial,11.0,1,4.84
10765,Equilibrium Brewery,Peanut Butter Swiss Bliss,Stout - American Imperial,11.0,1,4.5
10766,Equilibrium Brewery,Peanut Cloud,Stout - American Imperial,11.0,3,4.48
10767,Equilibrium Brewery,Perturbation Citra,IPA - American,6.5,12,3.96
10768,Equilibrium Brewery,Ph0phy,Pale Ale - American,4.4,2,4.17
10769,Equilibrium Brewery,Ph0phy²,IPA - Imperial,8.0,4,4.33
10770,Equilibrium Brewery,Photon,Pale Ale - American,4.8,237,4.13
10771,Equilibrium Brewery,Photon Citrus,Pale Ale - American,4.8,30,4.13
10772,Equilibrium Brewery,"Players 2, The Return To Players (Nitro)",Stout - American Imperial,11.0,3,4.29
10773,Equilibrium Brewery,Players Batch 2,Stout - American Imperial,11.0,1,4.6
10774,Equilibrium Brewery,Polar Vortex,IPA - Imperial,10.2,5,4.27
10775,Equilibrium Brewery,Project Geisha,Stout - American Imperial,13.0,2,4.22
10776,Equilibrium Brewery,Pump The Brakes,IPA - Imperial,8.0,13,4.24
10777,Equilibrium Brewery,Raining Belma,IPA - Imperial,8.1,35,4.26
10778,Equilibrium Brewery,Raining Belma From A Lactose Sky,IPA - Imperial,8.1,5,4.36
10779,Equilibrium Brewery,Relative Rates,IPA - Imperial,8.1,14,4.25
10780,Equilibrium Brewery,Rho,Stout - American Imperial,10.0,8,4.44
10781,Equilibrium Brewery,Riwakaroo,IPA - Imperial,10.0,10,4.36
10782,Equilibrium Brewery,Roo Dream Lab Shoes,IPA - Imperial,8.5,7,4.25
10783,Equilibrium Brewery,Roowaka,IPA - New England,8.0,12,4.35
10784,Equilibrium Brewery,S'mores Blueprint,Stout - American Imperial,11.0,1,4.34
10785,Equilibrium Brewery,Savages and Savants,IPA - Imperial,8.5,5,4.44
10786,Equilibrium Brewery,Science & Sorcery,IPA - Imperial,10.0,6,4.31
10787,Equilibrium Brewery,Scorpion Zoom Bowl,Wild Ale,8.0,1,2.22
10788,Equilibrium Brewery,Sevenizzup,IPA - Imperial,7.7,6,4.18
10789,Equilibrium Brewery,Sexual Fluctuation,IPA - New England,8.0,81,4.42
10790,Equilibrium Brewery,Sexual Fluctuation - Batch 6,IPA - Imperial,8.0,4,4.41
10791,Equilibrium Brewery,Shaved Kangaroo,IPA - Imperial,10.25,1,3.93
10792,Equilibrium Brewery,Shook Ones,IPA - New England,8.0,22,4.26
10793,Equilibrium Brewery,Soft Baked Oatmeal Squares,Stout - Oatmeal,11.0,2,4.35
10794,Equilibrium Brewery,Solar Flare,IPA - American,6.8,8,3.64
10795,Equilibrium Brewery,Solar Fluctuation,IPA - Imperial,8.5,14,4.22
10796,Equilibrium Brewery,South St. Pils,Pilsner - German,5.5,2,4.23
10797,Equilibrium Brewery,South Street Experimentum,IPA - Imperial,8.0,7,4.16
10798,Equilibrium Brewery,South Street Imperium,IPA - Imperial,8.0,10,4.11
10799,Equilibrium Brewery,Space Dream Lab,IPA - Imperial,8.0,6,4.19
10800,Equilibrium Brewery,Space Rainbow,IPA - New England,8.5,5,3.94
10801,Equilibrium Brewery,Sparticle Beam,IPA - Imperial,8.5,9,4.26
10802,Equilibrium Brewery,Sparticle Physics,Pale Ale - American,5.5,30,4.12
10803,Equilibrium Brewery,Special Relativity,Stout - American,9.5,6,4.12
10804,Equilibrium Brewery,Straight Outta Middletown,IPA - Imperial,10.0,20,4.41
10805,Equilibrium Brewery,Straight Outta Middletown - South Street Edition,IPA - Imperial,10.0,4,4.38
10806,Equilibrium Brewery,Straight Outta The Laboratory,IPA - New England,10.2,62,4.46
10807,Equilibrium Brewery,Straight Outta The Marshmallow Laboratory (Batch 2),IPA - Imperial,10.2,1,4.25
10808,Equilibrium Brewery,Straight Outta The South Street Lab,IPA - Imperial,10.0,2,4.08
10809,Equilibrium Brewery,Straight Outta the Southern Hemisphere,IPA - New England,10.2,2,4.18
10810,Equilibrium Brewery,Stratasphere,IPA - Imperial,8.5,17,4.09
10811,Equilibrium Brewery,Sumpnilla Swirl,Stout - American Imperial,12.0,1,4.21
10812,Equilibrium Brewery,Super Fractal Cosmos Set,IPA - Imperial,10.0,8,4.21
10813,Equilibrium Brewery,Super Fractal Dank Set,IPA - Imperial,10.0,13,4.29
10814,Equilibrium Brewery,Super Fractal Fulcrum Set,IPA - Imperial,10.0,9,4.42
10815,Equilibrium Brewery,Super Fractal Julia Set,IPA - Imperial,10.5,4,4.34
10816,Equilibrium Brewery,Super Fractal Kangaroo Set,IPA - Imperial,10.0,2,4.39
10817,Equilibrium Brewery,Super Fractal Koru Set,IPA - Imperial,10.0,7,4.32
10818,Equilibrium Brewery,Super Fractal Laboratory Set,IPA - Imperial,10.0,5,4.34
10819,Equilibrium Brewery,Super Fractal Mandelbrot Set,IPA - Imperial,10.5,5,4.17
10820,Equilibrium Brewery,Super Fractal Marshmallow Set,IPA - Imperial,10.0,4,4.46
10821,Equilibrium Brewery,Super Fractal Phoenix Set,IPA - Imperial,10.5,4,4.4
10822,Equilibrium Brewery,Superfluidity,IPA - Imperial,8.5,1,4.25
10823,Equilibrium Brewery,Supreme Mathematics,IPA - Imperial,10.5,5,4.51
10824,Equilibrium Brewery,Sweep the Leg,IPA - Imperial,10.0,5,4.38
10825,Equilibrium Brewery,S’mores Blueprint,Stout - American Imperial,11.0,0,0.0
10826,Equilibrium Brewery,Taba Noble Hops,Farmhouse Ale - Saison,6.0,3,3.93
10827,Equilibrium Brewery,Taba Riwaka,Farmhouse Ale - Saison,6.0,0,0.0
10828,Equilibrium Brewery,Tachyon,Pale Ale - American,5.5,7,3.81
10829,Equilibrium Brewery,Tangerine Peel Laboratory,IPA - Imperial,10.5,10,4.27
10830,Equilibrium Brewery,Tasman C,Pale Ale - American,5.0,7,4.01
10831,Equilibrium Brewery,The Beast Arise Like Yeast,IPA - Imperial,10.0,12,4.08
10832,Equilibrium Brewery,The MIddletown Project,IPA - Imperial,8.0,20,4.23
10833,Equilibrium Brewery,There And Back Again,Wild Ale,6.0,47,4.11
10834,Equilibrium Brewery,There And Back Again (Apricots & Peaches),Wild Ale,6.0,11,4.4
10835,Equilibrium Brewery,There And Back Again (Blackberry & Raspberry),Wild Ale,6.0,7,4.36
10836,Equilibrium Brewery,There and Back Again (Blueberry),Wild Ale,6.0,5,4.3
10837,Equilibrium Brewery,There And Back Again (Cherry),Wild Ale,6.0,5,4.33
10838,Equilibrium Brewery,There and Back Again (Mango),Wild Ale,6.0,3,4.33
10839,Equilibrium Brewery,This is STRATA!,IPA - Imperial,8.0,9,4.23
10840,Equilibrium Brewery,Tomorrow,Pale Ale - American,4.0,31,3.98
10841,Equilibrium Brewery,Tower Cloud,Pilsner - Bohemian / Czech,5.5,5,3.77
10842,Equilibrium Brewery,Transatlantic Songbird,IPA - American,6.8,6,3.89
10843,Equilibrium Brewery,Unlikely Foragers,Wild Ale,6.0,10,4.16
10844,Equilibrium Brewery,Unlikely Foragers (Chardonnay Barrel Aged),Wild Ale,6.5,3,4.32
10845,Equilibrium Brewery,Unlikely Foragers (Single Thread),Wild Ale,6.0,0,0.0
10846,Equilibrium Brewery,Vitamin C-4,IPA - Imperial,8.5,2,4.01
10847,Equilibrium Brewery,VitaminM(Sea) ³,IPA - Imperial,10.0,7,4.29
10848,Equilibrium Brewery,Vulgar Display Of Flower,IPA - New England,8.0,166,4.24
10849,Equilibrium Brewery,Walk Under The Sky,IPA - Imperial,8.0,7,4.31
10850,Equilibrium Brewery,Wavelength,IPA - American,6.5,120,4.14
10851,Equilibrium Brewery,Y’all Need Science,IPA - New England,8.0,6,4.07
10852,Equilibrium Brewery,Zero Flucs Given,IPA - Imperial,10.0,6,4.4
10853,Equilibrium Brewery,#4Science 1,IPA - American,6.5,11,4.29
10854,Equilibrium Brewery,#4Science 2,IPA - New England,6.5,17,3.96
10855,Equilibrium Brewery,#4Science 3,IPA - New England,6.5,28,3.92
10856,Equilibrium Brewery,1Sigma,IPA - American,10.5,7,4.15
10857,Equilibrium Brewery,20/20 Vision,IPA - American,8.2,7,4.3
10858,Equilibrium Brewery,2Sigma,IPA - Imperial,10.2,1,4.5
10859,Equilibrium Brewery,Absolute Zero Flucs,IPA - American,8.0,7,4.28
10860,Equilibrium Brewery,Aquila,IPA - New England,8.0,16,4.42
10861,Equilibrium Brewery,Big Gnome Energy,IPA - New England,8.0,7,4.27
10862,Equilibrium Brewery,Blueberry Boy,IPA - Imperial,11.0,4,3.88
10863,Equilibrium Brewery,Breakfast Time Is Relative - Barrel-Aged,Stout - American Imperial,12.0,3,4.25
10864,Equilibrium Brewery,Casey - Plum,Farmhouse Ale - Saison,6.0,1,3.93
10865,Equilibrium Brewery,Cirrus,IPA - New England,8.5,4,4.09
10866,Equilibrium Brewery,Da Mystery of Chinook,IPA - Imperial,8.0,5,4.16
10867,Equilibrium Brewery,dHop19,IPA - New England,8.5,9,4.21
10868,Equilibrium Brewery,dHop20,IPA - New England,8.5,6,4.24
10869,Equilibrium Brewery,dHop4,IPA - Imperial,8.0,38,4.49
10870,Equilibrium Brewery,dHop9,IPA - Imperial,8.5,18,4.35
10871,Equilibrium Brewery,DIPA Stamp,IPA - Imperial,8.0,3,4.13
10872,Equilibrium Brewery,Dream Lab,IPA - Imperial,10.2,13,4.41
10873,Equilibrium Brewery,Dream Wave Distortion,IPA - Imperial,10.0,16,4.51
10874,Equilibrium Brewery,EQ De Jamaica,Wild Ale,6.0,0,0.0
10875,Equilibrium Brewery,Even More Unbalanced,IPA - Imperial,10.0,23,4.4
10876,Equilibrium Brewery,Even More Waves,IPA - Imperial,10.0,5,4.25
10877,Equilibrium Brewery,Falcons and Felines,Farmhouse Ale - Saison,7.0,4,4.1
10878,Equilibrium Brewery,Fools Equipoise,IPA - Imperial,8.0,9,4.03
10879,Equilibrium Brewery,For Every Action There is a Reaction,IPA - Imperial,10.0,4,4.16
10880,Equilibrium Brewery,Fractal Citra/Belma,IPA - American,6.8,8,4.23
10881,Equilibrium Brewery,Fractal Ekuanot,IPA - American,6.8,14,4.15
10882,Equilibrium Brewery,Fractal Enigma+Citra,IPA - American,6.8,8,4.1
10883,Equilibrium Brewery,Full Circle,Pilsner - German,5.5,1,3.91
10884,Equilibrium Brewery,Half Full,IPA - Imperial,8.0,6,4.32
10885,Equilibrium Brewery,Hop Wave 14,IPA - Imperial,8.5,3,4.24
10886,Equilibrium Brewery,Hop Wave 3,IPA - Imperial,8.0,0,0.0
10887,Equilibrium Brewery,Hop Wave 4,IPA - Imperial,8.0,10,4.22
10888,Equilibrium Brewery,Hop Wave 6,IPA - Imperial,8.0,7,4.23
10889,Equilibrium Brewery,Imperium,IPA - Imperial,8.0,7,4.41
10890,Equilibrium Brewery,Infinity Polar Vortex,IPA - Imperial,10.5,2,4.3
10891,Equilibrium Brewery,Intermediate Dance Moves,IPA - Imperial,8.0,13,4.18
10892,Equilibrium Brewery,Juice = Juice,IPA - Imperial,8.5,27,4.42
10893,Equilibrium Brewery,Kiwi,IPA - Imperial,8.0,12,4.33
10894,Equilibrium Brewery,Laboratory Tubes,IPA - Imperial,10.0,3,4.27
10895,Equilibrium Brewery,Lucid Dream Wave,IPA - Imperial,8.2,13,4.37
10896,Equilibrium Brewery,Lupus Salictarius,IPA - Imperial,10.5,5,4.49
10897,Equilibrium Brewery,mc³,IPA - New England,10.0,6,4.2
10898,Equilibrium Brewery,Miami Berlinervice,Sour - Berliner Weisse,4.5,5,4.14
10899,Equilibrium Brewery,Moon of Vega,IPA - New England,8.7,8,4.39
10900,Equilibrium Brewery,New York State of Mind,IPA - Imperial,8.0,2,4.29
10901,Equilibrium Brewery,Ocean Vibes,IPA - Imperial,8.0,5,4.32
10902,Equilibrium Brewery,One Time For Your Mind,IPA - Imperial,8.0,12,4.55
10903,Equilibrium Brewery,Paradise City - Pineapple/Peach/Lychee,Sour - Fruited Kettle Sour,5.5,1,4.03
10904,Equilibrium Brewery,Peregrinas,Wild Ale,6.5,10,4.29
10905,Equilibrium Brewery,Perturbation Mosaic,IPA - American,6.5,11,4.08
10906,Equilibrium Brewery,Players,Stout - American Imperial,11.0,10,4.32
10907,Equilibrium Brewery,Radium,IPA - Imperial,8.0,4,4.26
10908,Equilibrium Brewery,Reverse Migration,Stout - American Imperial,11.0,18,4.19
10909,Equilibrium Brewery,Rho - Lotus & Oberon,Stout - American Imperial,10.0,6,4.24
10910,Equilibrium Brewery,Rock Fantasy,IPA - American,7.5,4,4.2
10911,Equilibrium Brewery,Rock Fantasy (2020),IPA - New England,7.5,3,4.34
10912,Equilibrium Brewery,Sexier Fluctuation,IPA - Imperial,10.0,10,4.47
10913,Equilibrium Brewery,Shared Space (Guava and Passionfruit),Wild Ale,6.0,2,4.11
10914,Equilibrium Brewery,Shaved Kangaroo,IPA - New England,10.25,6,4.39
10915,Equilibrium Brewery,Space Rainbow,IPA - Imperial,8.5,5,4.36
10916,Equilibrium Brewery,Special Relativity 2,Stout - American Imperial,9.81,1,4.1
10917,Equilibrium Brewery,Strawberry Zeppelin,IPA - American,6.5,12,4.05
10918,Equilibrium Brewery,Swiss Bliss,Stout - American Imperial,12.0,6,4.54
10919,Equilibrium Brewery,Syrup Sandwiches - Barrel-Aged,Stout - American Imperial,0.0,2,4.5
10920,Equilibrium Brewery,There And Back Again (Blackberry),Wild Ale,6.0,11,4.32
10921,Equilibrium Brewery,There And Back Again (Guava & Passionfruit),Wild Ale,6.0,6,4.3
10922,Equilibrium Brewery,There And Back Again (Mango/Lime),Wild Ale,6.0,1,4.5
10923,Equilibrium Brewery,There And Back Again (Peach),Wild Ale,6.0,7,4.32
10924,Equilibrium Brewery,There And Back Again (Pineapple),Wild Ale,6.0,7,3.84
10925,Equilibrium Brewery,There And Back Again (Plum),Wild Ale,6.0,17,4.34
10926,Equilibrium Brewery,There And Back Again (Raspberry),Wild Ale,6.0,10,4.21
10927,Equilibrium Brewery,Time,IPA - American,6.5,8,4.26
10928,Equilibrium Brewery,Vanilla Gorilla,Stout - American Imperial,12.0,4,4.27
10929,Equilibrium Brewery,VitaminM(Sea)³,IPA - Imperial,10.0,9,4.58
10930,Equilibrium Brewery,Walk on the Sky,IPA - New England,8.0,10,4.16
10931,Equilibrium Brewery,Welcome To The Jungle,Wild Ale,3.8,9,4.0
10932,Equilibrium Brewery,You Can't TIPA Stamp a DIPA Stamp,IPA - Imperial,10.1,4,4.1
10933,3 Floyds Brewing Co.,$600 Lizard Shoes,IPA - American,6.9,37,4.23
10934,3 Floyds Brewing Co.,219,Pale Ale - American,5.6,72,3.91
